1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Identifier,Key_Value_Driver,KVDName,Client,Country,Product,Channel,Parent_Category,Child_Category,Metrics,MonthCY,MonthLY,MTDCYplan,MTDDifferenceActuals,MTDDev%Actuals,Deviation metrics,3 mnths Avg CY,3 mnths Avg LY,Dev %,YTD 2015,YTD 2014,PlanYTD2015,DifferenceYTDActuals,YTDDev %Actuals,MTDDifferenceplan,MTDDev%plan,YTDDifferencePlan,YTDDev%plan,month,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,month-12,month-13,month-14,month-15,month-16,month-17,month-18,month-19,month-20,month-21,month-22,month-23,month-24,,,
Fortuna#AnonymousPlayerRevenueShare#PL#NA#Retail,Anonymous Player Revenue Share,AnonymousPlayerRevenueShare,Fortuna,PL,NA,Retail,,,%,76.20%,73.90%,N/A,0.02,3.20%,Positive,0.78,0.77,1.50%,33.20%,37.10%,N/A,-0.04,-10.50%,N/A,N/A,N/A,N/A,76.20%,72.90%,74.10%,88.30%,78.70%,99.90%,87.20%,79.50%,70.80%,84.00%,69.10%,70.30%,73.90%,62.70%,95.30%,72.10%,64.10%,95.40%,69.10%,67.40%,71.30%,228000.00%,195900.00%,147100.00%,97900.00%,,,
Fortuna#AnonymousPlayerMargins#PL#NA#Retail,Anonymous Player Margins,AnonymousPlayerMargins,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,33.20%,29.90%,N/A,0.03,10.80%,Positive,0.3,0.32,-6.30%,24.00%,29.00%,N/A,-0.05,-17.20%,N/A,N/A,N/A,N/A,33.20%,31.30%,32.50%,25.50%,21.70%,8.50%,13.60%,30.90%,24.20%,21.50%,24.30%,24.90%,29.90%,35.10%,30.20%,33.70%,30.90%,11.30%,35.30%,29.00%,25.10%,37523600.00%,33939400.00%,29814500.00%,26258700.00%,,,
Fortuna#KnownPlayerNetGrossWinAmount#PL#NA#Retail,Known Player Net Gross Win Amount,KnownPlayerNetGrossWinAmount,Fortuna,PL,NA,Retail,,,PLN,3273072.57,2604702.75,N/A,668369.83,25.70%,Positive,2246242.25,2570200.83,-12.60%,21645426.84,23711828.11,N/A,-2066401.28,-8.70%,N/A,N/A,N/A,N/A,3273072.57,3006477.88,2322909.03,1409339.84,2705241.65,1535015.37,2078700.99,2520175.18,2794494.33,2041086.53,3075796.05,2993011.47,2604702.75,3701273.26,1404626.47,3048941.76,3013234.94,1341799.91,3363248.4,2853176.44,2380824.18,88.9,77.94,71.23,89.37,,,
Fortuna#StakeAmount#PL#NA#Online,Stake Amount,StakeAmount,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,13272612.57,8486943.91,14620000,4785668.66,56.40%,Positive,11862776.42,8106321.38,46.30%,118447130.5,76869987.1,120682255.2,41577143.4,54.10%,-1347387.43,-9.20%,-2235124.74,-1.90%,13272612.57,12372929.62,11811000,11404399.64,13721343.91,14273989.52,14220726.12,12932006.27,14438122.85,14200603.24,12033634.61,9233925.38,8486943.91,8073289.03,7758731.21,8755261.2,8269859.27,9034602.6,9130658.19,8430693.38,8929948.31,36.18,40.38,38.96,37.95,,,
Fortuna#WebStakeAmount#PL#NA#Online,Web Stake Amount,WebStakeAmount,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,PLN,10095421.56,7041210.21,N/A,3054211.35,43.40%,Positive,8751899.95,6716580.06,30.30%,91874197.8,64796692.39,N/A,27077505.41,41.80%,N/A,N/A,N/A,N/A,10095421.56,9098779.91,8768862.62,8388057.33,10744680.74,11312265.54,11325768.7,10415450.14,11724911.26,11268463.34,9890742.95,7671264.86,7041210.21,6717132.71,6391397.25,7234358.4,6853689.48,7652356.55,7900386.19,7191085.1,7815076.5,88.9,77.94,71.23,89.37,,,
Fortuna#MobileStakeAmount#PL#NA#Online,Mobile Stake Amount,MobileStakeAmount,Fortuna,PL,NA,Online,Average Revenue per User,Channel Mix,PLN,3163035.9,1445149.18,N/A,1717886.72,118.90%,Positive,3106653,1392264.54,123.10%,26560043.26,12083316.38,N/A,14476726.88,119.80%,N/A,N/A,N/A,N/A,3163035.9,3270686.36,3030468.33,3018804.31,2985251.32,2974331.01,2881618.91,2528594.79,2707252.33,2921342.13,2164436.47,1555869.02,1445149.18,1359156.95,1372487.48,1538933.5,1408950.88,1372838.74,1238945.5,1238875.26,1107978.89,-0.02,0.04,0.05,0.1,,,
Fortuna#StakeAmountShare#PL#NA#Online,Stake Amount Share,StakeAmountShare,Fortuna,PL,NA,Online,Online Average Revenue per User,Online Channel Mix,%,40.10%,33.00%,0.41,0.07,21.80%,Positive,0.44,0.33,34.50%,42.00%,33.50%,41.60%,0.08,25.30%,-0.01,-2.50%,0,0.80%,40.14%,41.46%,45.41%,45.78%,40.01%,41.46%,39.91%,41.05%,44.34%,42.76%,38.54%,32.48%,32.97%,32.71%,32.93%,33.74%,34.51%,33.73%,32.54%,33.30%,35.12%,11.8,11.25,10.53,10.47,,,
Fortuna#WebStakeAmountShare#PL#NA#Online,Web Stake Amount Share,WebStakeAmountShare,Fortuna,PL,NA,Online,Online Average Revenue per User,Online Channel Mix,%,76.10%,83.00%,N/A,-0.07,-8.30%,Negative,0.74,0.83,-10.90%,77.60%,84.30%,N/A,-0.07,-8.00%,N/A,N/A,N/A,N/A,76.06%,73.54%,74.24%,73.55%,78.31%,79.25%,79.64%,80.54%,81.21%,79.35%,82.19%,83.08%,82.97%,83.20%,82.38%,82.63%,82.88%,84.70%,86.53%,85.30%,87.52%,1.1,1.1,1.09,1.08,,,
Fortuna#MobileStakeAmountShare#PL#NA#Online,Mobile Stake Amount Share,MobileStakeAmountShare,Fortuna,PL,NA,Online,,,%,23.80%,17.00%,N/A,0.07,40.00%,Positive,0.26,0.17,52.40%,22.40%,15.70%,N/A,0.07,42.70%,N/A,N/A,N/A,N/A,23.83%,26.43%,25.66%,26.47%,21.76%,20.84%,20.26%,19.55%,18.75%,20.57%,17.99%,16.85%,17.03%,16.84%,17.69%,17.58%,17.04%,15.20%,13.57%,14.69%,12.41%,98513.77,43194.94,36261.56,34886.25,,,
Fortuna#GrossWin#PL#NA#Online,Gross Win,GrossWin,Fortuna,PL,NA,Online,,,PLN,4872334.51,2969157.33,4758000,1903177.18,64.10%,Positive,4014324.61,2852357.24,40.70%,38585213.63,25531058.79,38149700.29,13054154.84,51.10%,114334.51,2.40%,435513.34,1.10%,4872334.51,4686617.33,4067598.04,3288758.47,4555219.88,3729485.11,4480882.35,4384178.16,4520139.78,3906997.49,3978967.57,3184940.3,2969157.33,3075734.96,2512179.44,3062921.34,2927023.13,2266100.91,3124643.65,2836152.55,2757145.48,3.1,1.43,1.28,1.39,,,
Fortuna#BettingTax#PL#NA#Online,Betting Tax,BettingTax,Fortuna,PL,NA,Online,,,PLN,-1812290.4,-1160436.32,-1993621.4,-651854.08,56.20%,Negative,-1617649.74,-1102721.01,46.70%,-16142014.79,-10470834.06,-16445628.8,-5671180.73,54.20%,181331,-9.10%,303614.01,-1.80%,-1812290.4,-1685465.22,-1615390.47,-1552093.53,-1859652.19,-1956689.34,-1937722,-1759492.3,-1963219.34,-1956135.08,-1622889.79,-1274200.61,-1160436.32,-1098687.36,-1049039.36,-1196333.57,-1124307.84,-1237774.37,-1238763.7,-1152165.95,-1213325.59,0.16,0.17,0.62,0.33,,,
Fortuna#NetGrossWin#PL#NA#Online,Net Gross Win,NetGrossWin,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,3060044.11,1808721.01,2764378.6,1251323.1,69.20%,Positive,2396674.87,1749636.23,37.00%,22443198.84,15060224.73,21704071.49,7382974.11,49.00%,295665.51,10.70%,739127.35,3.40%,3060044.11,3001152.11,2452207.57,1736664.94,2695567.69,1772795.77,2543160.35,2624685.86,2556920.44,1950862.41,2356077.78,1910739.69,1808721.01,1977047.6,1463140.08,1866587.77,1802715.29,1028326.54,1885879.95,1683986.6,1543819.89,60446.9,71788.48,60746.82,71299.68,,,
Fortuna#WebNetGrossWin#PL#NA#Online,Web Net Gross Win,WebNetGrossWin,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,PLN,2442663.51,1546259.26,N/A,896404.24,58.00%,Positive,1932912.11,1512779.54,27.80%,18516896,13237744.09,N/A,5279151.91,39.90%,N/A,N/A,N/A,N/A,2442663.51,2469161.64,1917020.99,1412553.71,2266316.42,1546691.94,2107899.33,2190110.41,2164478.06,1630998.56,1971183.09,1590715.53,1546259.26,1727830.65,1264248.72,1594633.74,1539350.19,915700.41,1729586.7,1506616.25,1413518.17,57043.15,69910.78,57221.5,63571.48,,,
Fortuna#MobileNetGrossWin#PL#NA#Online,Mobile Net Gross Win,MobileNetGrossWin,Fortuna,PL,NA,Online,,,PLN,648543.98,278960.09,N/A,369583.89,132.50%,Positive,521880.66,261614.67,99.50%,4424720.89,2040359.04,N/A,2384361.85,116.90%,N/A,N/A,N/A,N/A,648543.98,581145.43,578905.12,405591.43,497195.03,312026.6,473154.64,493101.19,435057.47,394710.09,415852.36,324594.47,278960.09,270400.18,235483.73,314652.25,278974.93,135924.28,185137.31,199300.79,141525.48,0.02,0.03,0.03,0.03,,,
Fortuna#NetGamingRevenue#PL#NA#Online,Net Gaming Revenue,NetGamingRevenue,Fortuna,PL,NA,Online,,,PLN,2952989.42,1737695.35,2703111.91,1215294.08,69.90%,Positive,2298448.85,1685905.78,36.30%,21553845.89,14558509.4,21122910.6,6995336.49,48.00%,249877.52,9.20%,430935.28,2.00%,2952989.42,2896662.29,2345242.1,1653442.17,2593488.9,1646081.59,2441216.4,2535307.28,2489415.74,1777789.94,2253018.02,1843547.77,1737695.35,1935863.89,1384158.11,1804345.87,1759638.29,984577.89,1816950.31,1635768.99,1499510.71,60446.32,71787.91,60746.26,71299.11,,,
Fortuna#NetContribution#PL#NA#Online,Net Contribution,NetContribution,Fortuna,PL,NA,Online,,,PLN,2523424.07,1470283.12,2315734.23,1053140.95,71.60%,Positive,1921499.94,1425561.01,34.80%,18255214,12431380.57,17853329.47,5823833.43,46.80%,207689.84,9.00%,401884.52,2.30%,2523424.07,2530709.04,1990171,1243619.77,2225535.52,1282116.1,2089493.83,2205363.14,2164781.53,1465770.95,1978272.39,1592776.03,1470283.12,1704716.7,1101683.2,1550681.71,1508030.32,814425.93,1576405.1,1407326.54,1297827.97,-1062479.42,-867368.95,-773868.18,0,,,
Fortuna#RevenueShare#PL#NA#Online,Revenue Share,RevenueShare,Fortuna,PL,NA,Online,,,%,30.00%,25.50%,31.30%,0.05,18.00%,Positive,0.34,0.25,35.40%,34.00%,24.40%,33.20%,0.1,39.20%,-0.01,-4.10%,0.01,2.50%,30.00%,32.90%,33.50%,34.30%,34.00%,41.60%,40.80%,31.80%,33.30%,31.70%,29.90%,25.80%,25.50%,22.70%,26.30%,22.90%,24.90%,30.30%,22.00%,24.20%,25.90%,0.00%,0.00%,0.00%,0.00%,,,
Fortuna#OnlineWebRevenueShare#PL#NA#Online,Online Web Revenue Share,OnlineWebRevenueShare,Fortuna,PL,NA,Online,,,%,79.80%,85.50%,N/A,-0.06,-6.60%,Negative,0.81,0.86,-6.80%,82.50%,87.90%,N/A,-0.05,-6.10%,N/A,N/A,N/A,N/A,79.80%,82.30%,78.20%,81.30%,84.10%,87.20%,82.90%,83.40%,84.70%,83.60%,83.70%,83.30%,85.50%,87.40%,86.40%,85.40%,85.40%,89.00%,91.70%,89.50%,91.60%,0.00%,0.00%,0.00%,0.00%,,,
Fortuna#OnlineMobileRevenueShare#PL#NA#Online,Online Mobile Revenue Share,OnlineMobileRevenueShare,Fortuna,PL,NA,Online,,,%,21.20%,15.40%,N/A,0.06,37.40%,Positive,0.22,0.15,46.80%,19.70%,13.50%,N/A,0.06,45.50%,N/A,N/A,N/A,N/A,21.20%,19.40%,23.60%,23.40%,18.40%,17.60%,18.60%,18.80%,17.00%,20.20%,17.70%,17.00%,15.40%,13.70%,16.10%,16.90%,15.50%,13.20%,9.80%,11.80%,9.20%,0.00%,0.00%,0.00%,0.00%,,,
Fortuna#UniqueActivePlayers#PL#NA#Online,Unique Active Players,UniqueActivePlayers,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,#,25575,17089,23410.88,8486,49.70%,Positive,21108.33,16254.67,29.90%,206739,147185,215297.64,59554,40.50%,2164.12,9.20%,-8558.64,-4.00%,25575,23579,20047,19699,23335,24729,24522,23723,21530,21567,21551,19297,17089,15687,15988,18605,15170,16094,16798,16662,15092,0,0,0,0,,,
Fortuna#WebUniqueActivePlayers#PL#NA#Online,Web Unique Active Players,WebUniqueActivePlayers,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,#,23822,16457,N/A,7365,44.80%,Positive,19672.33,15620.33,25.90%,194824,142908,N/A,51916,36.30%,N/A,N/A,N/A,N/A,23822,22021,18649,18347,22043,23561,23297,22549,20535,20701,20728,18489,16457,15138,15266,17991,14710,15728,16442,16353,14823,0,0,0,0,,,
Fortuna#MobileUniqueActivePlayers#PL#NA#Online,Mobile Unique Active Players,MobileUniqueActivePlayers,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,#,9799,4650,N/A,5149,110.70%,Positive,7694,4296.33,79.10%,74498,35406,N/A,39092,110.40%,N/A,N/A,N/A,N/A,9799,8921,7347,6814,8595,9102,8766,7921,7233,7247,6869,5628,4650,4145,4094,4887,3704,3840,3613,3387,3086,0,0,0,0,,,
Fortuna#Database#PL#NA#Online,Database,Database,Fortuna,PL,NA,Online,,,#,25575,17089,N/A,8486,49.70%,Positive,21108.33,16254.67,29.90%,206739,147185,N/A,59554,40.50%,N/A,N/A,N/A,N/A,25575,23579,20047,19699,23335,24729,24522,23723,21530,21567,21551,19297,17089,15687,15988,18605,15170,16094,16798,16662,15092,1329130.01,1092743.81,964421.87,1135655.27,,,
Fortuna#WebDatabase#PL#NA#Online,Web Database,WebDatabase,Fortuna,PL,NA,Online,,,#,N/A,N/A,N/A,N/A,N/A,N/A,0.28,0.29,-5.60%,2.43,2.53,na/,-0.1,-3.80%,N/A,N/A,N/A,N/A,0.36,0.33,0.25,0.25,0.22,0.18,0.29,0.27,0.28,0.3,0.18,0.25,0.33,0.23,0.32,0.32,0.13,0.29,0.33,0.3,0.28,0.29,0.23,0.22,0.32,,,
Fortuna#MobileDatabase#PL#NA#Online,Mobile Database,MobileDatabase,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,3748029.51,4205502.54,-10.90%,39702527.53,44947490.7,N/A,-5244963.17,-11.70%,N/A,N/A,N/A,N/A,3799000,3089000,3332267.87,4822820.67,4507446.39,5195416.71,4866236.99,5049818.14,5040520.76,5228108.07,5424815.66,4537866.78,4159808.74,4098797.38,4357901.5,5415891.62,5178596.32,5832409.88,5266263.81,5468828.25,5168993.2,5664996.42,5846701.77,5125881.84,4280643.46,,,
Fortuna#FirstTimeDepositors#PL#NA#Online,First Time Depositors,FirstTimeDepositors,Fortuna,PL,NA,Online,Web Customer Model,Web Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,940592.39,1060288.07,-11.30%,9610101.31,10902893.04,N/A,-1292791.73,-11.90%,N/A,N/A,N/A,N/A,1176060,935660,769108.73,1117008.44,896116.18,884999.78,1254525.64,1220387.68,1356234.86,1374693.21,882678.67,1067794.34,1214782.55,829156.37,1136925.31,1475319.2,564312.01,1427945.71,1489731.69,1445048.19,1319672.02,1427778.09,1184933.79,1013490.25,1210965.16,,,
Fortuna#WebFirstTimeDepositors#PL#NA#Online,Web First Time Depositors,WebFirstTimeDepositors,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,8700.67,10342.33,-15.90%,88768,100932,N/A,-12164,-12.10%,N/A,N/A,N/A,N/A,9025,8172,7818,10112,9961,10902,10971,10818,10989,11010,11189,10439,9919,10444,10664,14221,10519,11336,12130,10840,10859,11178,10539,9958,9275,,,
Fortuna#MobileFirstTimeDepositors#PL#NA#Online,Mobile First Time Depositors,MobileFirstTimeDepositors,Fortuna,PL,NA,Online,,,#,N/A,N/A,N/A,N/A,N/A,N/A,8528.67,10109,-15.60%,86856,96258,N/A,-9402,-9.80%,N/A,N/A,N/A,N/A,8880,8045,7700,9841,9733,10666,10712,10550,10729,10754,10973,10240,9719,10199,10409,12586,10287,11099,11532,10605,9822,9928,9479,9158,8679,,,
Fortuna#ActivePlayerDays#PL#NA#Online,Active Player Days,ActivePlayerDays,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,#,229160,158029,N/A,71131,45.00%,Positive,182168,146800,24.10%,1914781,1373671,N/A,541110,39.40%,N/A,N/A,N/A,N/A,229160,209917,174501,162086,221781,245702,243679,216048,211907,217132,199033,177981,158029,148544,133827,160903,138397,157662,164208,155984,156117,1250,1060,800,596,,,
Fortuna#WebActivePlayerDays#PL#NA#Online,Web Active Player Days,WebActivePlayerDays,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,#,194266,144020,N/A,50246,34.90%,Positive,154994.33,133441.67,16.20%,1662805,1271650,N/A,391155,30.80%,N/A,N/A,N/A,N/A,194266,176119,148596,140268,192337,214710,214645,192382,189482,194293,179181,161128,144020,135192,121113,145902,128028,147112,154511,147305,148467,127.73,112.43,101.78,130.56,,,
Fortuna#MobileAcitvePlayerDays#PL#NA#Online,Mobile Acitve Player Days,MobileAcitvePlayerDays,Fortuna,PL,NA,Online,,,#,53273,22862,N/A,30411,133.00%,Positive,41265,21221,94.50%,404917,174912,N/A,230005,131.50%,N/A,N/A,N/A,N/A,53273,49347,39591,34857,48049,51172,48807,40244,39577,39020,33844,27529,22862,21125,19676,24333,18101,19124,17849,16371,15471,53.31,62.05,58.81,52.58,,,
Fortuna#OnlineMobileBet/APD#PL#NA#Online,Online Mobile Bet/APD,OnlineMobileBet/APD,Fortuna,PL,NA,Online,,,PLN,13.8,9.14,N/A,4.66,50.90%,Positive,17.19,9.52,80.60%,13.87,8.8,N/A,5.07,57.70%,N/A,N/A,N/A,N/A,13.8,15.58,17.37,18.62,13.46,12.11,11.83,11.7,12.78,13.45,10.87,8.74,9.14,9.15,10.26,9.56,10.18,8.71,7.54,7.94,7.1,0,0,0,0,,,
Fortuna#NetGrossWinPerUniqueActivePlayer#PL#NA#Online,Net Gross Win Per Unique Active Player,NetGrossWinPerUniqueActivePlayer,Fortuna,PL,NA,Online,,,PLN,119.65,105.84,N/A,13.81,13.00%,Positive,112.59,107.8,4.40%,108.56,102.32,N/A,6.24,6.10%,N/A,N/A,N/A,N/A,119.65,127.28,122.32,88.16,115.52,71.69,103.71,110.64,118.76,90.46,109.33,99.02,105.84,126.03,91.51,100.33,118.83,63.9,112.27,101.07,102.29,7670145.25,7890630.9,7395455.95,7234521.21,,,
Fortuna#StakeAmountPerActivePlayerDays#PL#NA#Online,Stake Amount Per Active Player Days,StakeAmountPerActivePlayerDays,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,57.92,53.7,N/A,4.21,7.80%,Positive,65.66,55.34,18.60%,61.86,55.96,N/A,5.9,10.50%,N/A,N/A,N/A,N/A,57.92,58.94,67.68,70.36,61.87,58.09,58.36,59.86,68.13,65.4,60.46,51.88,53.7,54.35,57.98,54.41,59.75,57.3,55.6,54.05,57.2,0.42,0.43,0.44,0.43,,,
Fortuna#NetGrossWinMargin#PL#NA#Online,Net Gross Win Margin,NetGrossWinMargin,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,%,23.06%,21.31%,7.78%,0.02,8.20%,Positive,0.2,0.22,-6.80%,18.95%,19.59%,17.98%,-0.01,-3.30%,0.15,196.20%,0.01,5.40%,23.06%,24.26%,20.76%,15.23%,19.65%,12.42%,17.88%,20.30%,17.71%,13.74%,19.58%,20.69%,21.31%,24.49%,18.86%,21.32%,21.80%,11.38%,20.65%,19.97%,17.29%,0.66,0.65,0.67,0.71,,,
Fortuna#WebNetGrossWinMargins#PL#NA#Online,Web Net Gross Win Margins,WebNetGrossWinMargins,Fortuna,PL,NA,Online,Mobile Customer Model,Mobile Customer Model,%,24.20%,21.96%,N/A,0.02,10.20%,Positive,0.22,0.22,-2.40%,20.20%,20.40%,N/A,0,-1.30%,N/A,N/A,N/A,N/A,24.20%,27.14%,21.86%,16.84%,21.09%,13.67%,18.61%,21.03%,18.46%,14.47%,19.93%,20.74%,21.96%,25.72%,19.78%,22.04%,22.46%,11.97%,21.89%,20.95%,18.09%,29495,25147.3,26973.27,50325.31,,,
Fortuna#MobileNetGrossWinMargins#PL#NA#Online,Mobile Net Gross Win Margins,MobileNetGrossWinMargins,Fortuna,PL,NA,Online,,,%,20.50%,19.30%,N/A,0.01,6.20%,Positive,0.17,0.19,-10.70%,16.70%,16.90%,N/A,0,-1.30%,N/A,N/A,N/A,N/A,20.50%,17.77%,19.10%,13.44%,16.66%,10.49%,16.42%,19.50%,16.07%,13.51%,19.21%,20.86%,19.30%,19.89%,17.16%,20.45%,19.80%,9.90%,14.94%,16.09%,12.77%,26635.08,11465.01,10139.04,10353.47,,,
Fortuna#PlayerYield#PL#NA#Online,Player Yield,PlayerYield,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,115.46,101.69,115.46,13.78,13.60%,Positive,107.92,103.89,3.90%,98.11,91.01,98.11,7.1,7.80%,0,0.00%,0,0.00%,115.46,122.85,116.99,83.94,111.14,66.56,99.55,106.87,115.63,82.43,104.54,95.54,101.69,123.41,86.57,96.98,115.99,61.18,108.16,98.17,99.36,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
Fortuna#PlayerFrequency#PL#NA#Online,Player Frequency,PlayerFrequency,Fortuna,PL,NA,Online,,,Ratio,8.96,9.25,N/A,-0.29,-3.10%,Negative,8.61,9.03,-4.60%,9.26,9.33,N/A,-0.07,-0.80%,N/A,N/A,N/A,N/A,8.96,8.9,8.7,8.23,9.5,9.94,9.94,9.11,9.84,10.07,9.24,9.22,9.25,9.47,8.37,8.65,9.12,9.8,9.78,9.36,10.34,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
Fortuna#PlayerChurnRate#PL#NA#Online,Player Churn Rate,PlayerChurnRate,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,%,-8.50%,-8.90%,N/A,0,-5.30%,Negative,-0.01,0.02,-154.20%,-2.32%,-1.88%,N/A,0,23.30%,N/A,N/A,N/A,N/A,-8.47%,-17.62%,-1.77%,15.58%,5.64%,-0.84%,-3.37%,-10.19%,0.17%,-0.07%,-11.68%,-12.92%,-8.94%,1.88%,14.07%,-22.64%,5.74%,4.19%,-0.82%,-10.40%,5734593.62,6084846.17,5993740.22,5174030.33,4570149.55,,,
Fortuna#ChannelPlayerValues#PL#NA#Online,Channel Player Values,ChannelPlayerValues,Fortuna,PL,NA,Online,,,PLN,N/A,N/A,N/A,N/A,N/A,N/A,8071384.16,2538863.34,217.90%,57388107.56,21281747,N/A,36106360.56,169.70%,N/A,N/A,N/A,N/A,9799955.89,8404449.79,7497310.69,8312392,6311747.25,5999821.97,4105957.26,3529514.92,3426957.79,3511204.91,3690483.19,2890821.53,2509019.11,2625828.62,2481742.28,2735752.74,2372678.95,2426096.17,2119575.41,2285745.52,1725308.2,1800390.95,1845016.85,1296657.97,1090770.92,,,
Fortuna#BonusCost#PL#NA#Online,Bonus Cost,BonusCost,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,-107054.69,-71025.66,-61266.7,-36029.02,50.70%,Negative,98226.02,63730.45,54.10%,-889352.95,-501715.34,N/A,-387637.62,77.30%,-45787.99,74.70%,N/A,N/A,107054.69,104489.82,106965.47,83222.77,102078.79,126714.18,101943.96,89378.58,67504.7,173072.47,103059.76,67191.92,71025.66,41183.71,78981.97,62241.9,43077,43748.66,68929.64,48217.61,44309.18,0.58,0.57,0.56,0.57,,,
Fortuna#BonusCostAs%OfNetGrossWin#PL#NA#Online,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,PL,NA,Online,,,%,3.50%,3.90%,N/A,0,-10.90%,Negative,0.04,0.04,10.80%,4.00%,3.30%,N/A,0.01,18.90%,N/A,N/A,N/A,N/A,3.50%,3.48%,4.36%,4.79%,3.79%,7.15%,4.01%,3.41%,2.64%,8.87%,4.37%,3.52%,3.93%,2.08%,5.40%,3.33%,2.39%,4.25%,3.66%,2.86%,2.87%,0.00%,0.00%,0.00%,0.00%,,,
Fortuna#MarketingSpend#PL#NA#Online,Marketing Spend,MarketingSpend,Fortuna,PL,NA,Online,Online Customer Model,Online Customer Model,PLN,-429565.35,-267412.23,-387377.68,-162153.12,60.60%,Negative,376948.91,260344.78,44.80%,-3298631.89,-2127128.82,N/A,-1171503.07,55.10%,-42187.68,10.90%,N/A,N/A,429565.35,365953.25,355071.1,409822.4,367953.39,363965.49,351722.57,329944.15,324634.2,312018.99,274745.62,250771.73,267412.23,231147.19,282474.91,253664.17,251607.97,170151.96,240545.21,228442.45,201682.74,1122925.74,939156.86,834614.44,869245.49,,,
Fortuna#LivebookStakeAmount#PL#Livebook#,Livebook Stake Amount,LivebookStakeAmount,Fortuna,PL,Livebook,,Average Revenue per User,Margins,PLN,6774583.69,4265877.53,N/A,2508706.16,58.80%,Positive,6771735.99,4261892.28,58.90%,63144181.29,40296262.48,N/A,22847918.81,56.70%,N/A,N/A,N/A,N/A,6774583.69,6612214.25,7045715.48,6657278.23,6834545.86,6922476.31,7410853.22,6890980.15,7995534.1,7490344.07,6214854.16,4599510.74,4265877.53,4234762.31,4285037,4479540.9,4644178.88,4779104.73,4662735.55,4300868.6,4644156.98,0.25,0.19,0.23,0.27,,,
Fortuna#LivebookStakeAmountShare#PL#Livebook#,Livebook Stake Amount Share,LivebookStakeAmountShare,Fortuna,PL,Livebook,,Average Revenue per User,Margins,%,20.50%,16.60%,N/A,0.04,23.60%,Positive,0.25,0.17,46.30%,22.40%,17.60%,N/A,0.05,27.40%,N/A,N/A,N/A,N/A,20.49%,22.16%,27.09%,26.73%,19.93%,20.11%,20.80%,21.87%,24.55%,22.56%,19.91%,16.18%,16.57%,17.16%,18.19%,17.26%,19.38%,17.84%,16.62%,16.99%,18.26%,2539200.00%,2390900.00%,2229400.00%,1930600.00%,,,
Fortuna#LivebookNetGrossWin#PL#Livebook#,Livebook Net Gross Win,LivebookNetGrossWin,Fortuna,PL,Livebook,,,,%,1125340.26,684643.25,N/A,440697.02,64.40%,Positive,1030348.27,642405.55,60.40%,10121750.46,5969059.52,N/A,4152690.95,69.60%,N/A,N/A,N/A,N/A,1125340.26,1136305.49,1063630.57,891108.76,1176006.04,1085778.55,1372371.74,1195866.58,1075342.48,1198291,916170.71,844398.54,684643.25,645223.64,597349.76,684821.46,715162.68,681348.83,659483.51,694108.42,606917.97,8352,7384,6422,5043,,,
Fortuna#LivebookRevenueShare#PL#Livebook#,Livebook Revenue Share,LivebookRevenueShare,Fortuna,PL,Livebook,,Average Revenue per User,Margins,%,11.10%,9.70%,N/A,0.01,14.60%,Positive,0.15,0.09,62.00%,15.30%,9.70%,N/A,0.06,58.40%,N/A,N/A,N/A,N/A,11.10%,12.40%,14.70%,17.70%,14.70%,25.50%,21.90%,14.50%,13.90%,19.90%,11.60%,11.70%,9.70%,7.70%,10.30%,8.40%,10.00%,20.40%,7.70%,10.00%,10.10%,788523712.00%,783875707.00%,647068830.00%,566092047.00%,,,
